title,author,description,genres,rating,numRatings
"The Way of Kings, Part 1",Brandon Sanderson (Goodreads Author),"SPEAK AGAIN THE ANCIENT OATHS,LIFE BEFORE DEATH.STRENGTH BEFORE WEAKNESS.JOURNEY BEFORE DESTINATION.AND RETURN TO MEN THE SHARDS THEY ONCE BORE.THE KNIGHTS RADIANT MUST STAND AGAIN.Roshar is a world of stone and storms. Uncanny tempests of incredible power sweep across the rocky terrain so frequently that they have shaped ecology and civilization alike. Animals hide in shells, trees pull in branches, and grass retracts into the soilless ground. Cities are built only where the topography offers shelter.It has been centuries since the fall of the ten consecrated orders known as the Knights Radiant, but their Shardblades and Shardplate remain: mystical swords and suits of armor that transform ordinary men into near-invincible warriors. Men trade kingdoms for Shardblades. Wars are fought for them, and won by them.One such war is about to swallow up a soldier, a brightlord and a young woman scholar.Widely acclaimed for his work completing Robert Jordan’s Wheel of Time saga, Brandon Sanderson now begins a grand cycle of his own, one every bit as ambitious and immersive.","['Fantasy', 'Fiction', 'Adult', 'High Fantasy', 'Epic Fantasy', 'Audiobook', 'Magic', 'Science Fiction Fantasy', 'Novels', 'Epic']",4.66,16755
Places No One Knows,Brenna Yovanoff (Goodreads Author),"For fans of Lauren Oliver and E. Lockhart, here is a dreamy love story set in the dark halls of contemporary high school, from New York Times bestselling author Brenna Yovanoff.Waverly Camdenmar spends her nights running until she can’t even think. Then the sun comes up, life goes on, and Waverly goes back to her perfectly hateful best friend, her perfectly dull classes, and the tiny, nagging suspicion that there’s more to life than student council and GPAs.Marshall Holt is a loser. He drinks on school nights and gets stoned in the park. He is at risk of not graduating, he does not care, he is no one. He is not even close to being in Waverly’s world.But then one night Waverly falls asleep and dreams herself into Marshall’s bedroom—and when the sun comes up, nothing in her life can ever be the same. In Waverly’s dreams, the rules have changed. But in her days, she’ll have to decide if it’s worth losing everything for a boy who barely exists.","['Young Adult', 'Romance', 'Contemporary', 'Fantasy', 'Magical Realism', 'Paranormal', 'Fiction', 'Teen', 'High School', 'Audiobook']",3.74,2948
Wild Designs,Katie Fforde (Goodreads Author),"_________________‘Thank goodness for Katie Fforde, the perfect author to bring comfort in difficult times. She really is the queen of uplifting, feel good romance.’ AJ PEARCE_________________Can love be about to bloom? A wonderfully romantic novel from the No. 1 Sunday Times bestselling author of Recipe for Love, A French Affair and The Perfect Match.Althea lives in a too large a house with worrisome mortgage payments, has a bossy younger sister and an irksome ex-husband. She always manages to muddle through no matter what, but everything changes when she loses her job.Althea decides to seek solace in a borrowed greenhouse and to develop her passion for gardening. When she wins the opportunity to design a garden at the Chelsea Flower Show with the unexpected help of the gorgeous architect Patrick Donahugh, it looks as though Althea may have unearthed a new man as well as a new career..._______________________________The whole world loves Katie Fforde's work:""Modern-day Austen. Great fun"" Red""Top-drawer romantic escapism"" Daily Mail""Warm, brilliant and full of love"" Heat""Delicious - gorgeous humour and the lightest of touches"" Sunday Times""Effortlessly lovable, warm and fun"" Closer""Curl up on the sofa with this book and dream... delightful"" The Lady""Deliciously enjoyable"" Woman and Home""Uplifting and delightful"" Hot Brands Cool Places","['Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Contemporary Romance', 'British Literature', 'Womens Fiction', 'Adult', 'Realistic Fiction', 'Humor']",3.85,3325
The Illumination,Kevin Brockmeier,"From best-selling and award-winning author Kevin Brockmeier: a new novel of stunning artistry and imagination about the wounds we bear and the light that radiates from us all.What if our pain was the most beautiful thing about us? In the aftermath of a fatal car accident, a private journal of love notes written by a husband to his wife passes into the keeping of a hospital patient, and from there through the hands of five other suffering people, touching each of them uniquely. I love the soft blue veins on your wrist. I love your lopsided smile. I love watching TV and shelling sunflower seeds with you. The six recipients - a data analyst, a photojour­nalist, a schoolchild, a missionary, a writer, and a street vendor - inhabit an acutely observed, beauti­fully familiar yet particularly strange universe, as only Kevin Brockmeier could imagine it: a world in which human pain is expressed as illumination, so that one's wounds glitter, fluoresce, and blaze with light. As we follow the journey of the book from stranger to stranger, we come to understand how intricately and brilliantly they are connected, in all their human in­jury and experience.","['Fiction', 'Fantasy', 'Magical Realism', 'Contemporary', 'Novels', 'Literary Fiction', 'Literature', 'Science Fiction', 'Adult Fiction', 'Speculative Fiction']",3.39,3387
The Mark on the Door,Franklin W. Dixon,"In their motorboat the Sleuth Frank and Joe Hardy search Barmet Bay for a dangerous stranger who has stolen a valuable boat. Suddenly, in the eerie fog, they spot the craft drifting aimlessly out to sea. What happens next starts the young detectives and their pal Chet Morton on an intriguing adventure that takes them to Mexico and into the comparatively unexplored desert and mountain regions of Baja California.","['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Adventure', 'Classics', 'Crime', 'Detective', 'Middle Grade', 'Mystery Thriller']",3.79,2483
The Most Good You Can Do: How Effective Altruism Is Changing Ideas About Living Ethically,Peter Singer (Goodreads Author),"From the ethicist the New Yorker calls “the most influential living philosopher,” a new way of thinking about living ethically""Singer’s argument is powerful, provocative and, I think, basically right. The world would be a better place if we were as tough-minded in how we donate money as in how we make it.""—Nicholas Kristof, New York Times ""Bold, fresh, inspired, reasoned, optimistic.""—Walter M. Bortz II, MD, Huffington Post Blog Peter Singer’s books and ideas have been disturbing our complacency ever since the appearance of Animal Liberation. Now he directs our attention to a new movement in which his own ideas have played a crucial role: effective altruism. Effective altruism is built upon the simple but profound idea that living a fully ethical life involves doing the ""most good you can do."" Such a life requires an unsentimental view of charitable giving: to be a worthy recipient of our support, an organization must be able to demonstrate that it will do more good with our money or our time than other options open to us. Singer introduces us to an array of remarkable people who are restructuring their lives in accordance with these ideas, and shows how living altruistically often leads to greater personal fulfillment than living for oneself.The Most Good You Can Do develops the challenges Singer has made, in the New York Times and Washington Post, to those who donate to the arts, and to charities focused on helping our fellow citizens, rather than those for whom we can do the most good. Effective altruists are extending our knowledge of the possibilities of living less selfishly, and of allowing reason, rather than emotion, to determine how we live. The Most Good You Can Do offers new hope for our ability to tackle the world’s most pressing problems.","['Philosophy', 'Nonfiction', 'Psychology', 'Economics', 'Self Help', 'Personal Development', 'Society', 'Social Justice', 'International Development', 'Politics']",3.85,2302
Sammy Keyes and the Hollywood Mummy,Wendelin Van Draanen (Goodreads Author),"The sixth Sammy Keyes book is one of the most exciting yet, as Sammy and her friend Marissa decide to blow town and take a bus to the seedy, insane town of Hollywood to surprise (and shake some sense into) Sammy's mother, the elusive Lady Lana. When they arrive, they discover that she's transformed herself into the glamorous, platinum-blonde, ""25-year-old"" actress Dominique Windsor, who certainly could never have spawned a 12-year-old--let alone a scruffy, no-nonsense girl like Sammy. The plot thickens, however, as Lady Lana's masquerade backfires in the most dreadful of ways and Sammy is left to save the day and solve the biggest mystery of her life. (Ages 10 and older)","['Mystery', 'Young Adult', 'Middle Grade', 'Fiction', 'Childrens', 'Realistic Fiction', 'Humor', 'Adventure', 'Contemporary', 'Audiobook']",4.1,2190
Blue Shoe,Anne Lamott (Goodreads Author),"The New York Times Bestseller from the beloved author of Bird by Bird and Traveling Mercies.Mattie Ryder is marvelously neurotic, well-intentioned, funny, religious, sarcastic, tender, angry, and broke. Her life at the moment is a wreck: her marriage has failed, her mother is failing, her house is rotting, her waist is expanding, her children are misbehaving, and she has a crush on a married man. Then she finds a small rubber blue shoe—nothing more than a gumball trinket—left behind by her father. For Mattie, it becomes a talisman—a chance to recognize the past for what it was, to see the future as she always hoped it could be, and to finally understand her family, herself, and the ever-unfolding mystery of her sweet, sad, and sometimes surprising life.","['Fiction', 'Novels', 'Contemporary', 'Adult Fiction', 'Adult', 'Realistic Fiction', 'Spirituality', 'Book Club', 'Family', 'Literary Fiction']",3.26,7381
Confessions of an Economic Hit Man,John Perkins (Goodreads Author),"From the author of the phenomenal New York Times bestseller, Confessions of an Economic Hit Man, comes an exposé of international corruption, and an inspired plan to turn the tide for future generationsWith a presidential election around the corner, questions of America's military buildup, environmental impact, and foreign policy are on everyone's mind. Former Economic Hit Man John Perkins goes behind the scenes of the current geopolitical crisis and offers bold solutions to our most pressing problems. Drawing on interviews with other EHMs, jackals, CIA operatives, reporters, businessmen, and activists, Perkins reveals the secret history of events that have created the current American Empire, including: How the defeats in Vietnam and Iraq have benefited big businessThe role of Israel as Fortress America in the Middle EastTragic repercussions of the IMF's Asian Economic CollapseThe current Latin American revolution and its lessons for democracyU.S. blunders in Tibet, Congo, Lebanon, and VenezuelaFrom the U.S. military in Iraq to infrastructure development in Indonesia, from Peace Corps volunteers in Africa to jackals in Venezuela, Perkins exposes a conspiracy of corruption that has fueled instability and anti-Americanism around the globe, with consequences reflected in our daily headlines. Having raised the alarm, Perkins passionately addresses how Americans can work to create a more peaceful and stable world for future generations.","['Nonfiction', 'Economics', 'Politics', 'History', 'Biography', 'Business', 'Memoir', 'Finance', 'Autobiography', 'Society']",3.86,32504
Voice from the East,Neel Preet (Goodreads Author),"""Voice From The East"" is a well versed poetry book having a collection of 35 very appealing poems. Most of these poems are written with a sense of emotional touch. The book consists of a vivid range of topics since these poems had touched a lot of subjects within them. Some of these poetries possess very deep meanings trying to flash out the deapth of the life experiences. This book is perfectly composed for readers since it covers all the ranges of the poetries touching the common aspects of the human life. Based upon the common life time experiences these poems are being composed. This book also features some very fine ""Allegories,"" ""Sonnets,"" ""Free Verses,"" ""Fantasies,"" a ""Ballad"" and also a ""Lyric."" While a few of these poems also flashes out light on ""Mythological Subjects,"" ""Historical Events,"" ""Religious Sentiments,"" ""Philosophies,"" ""Imaginations,"" and the ""Environment."" Also there are some ""Romantic"" poetries while some ""Tragic"" poetries as well. In this book readers would find a very colorful presentation of the various facets of ""Life,"" ""Joys,"" ""Sorrow,"" ""Pains,"" ""Hope,"" ""Victory,"" ""Morality"" and reflects the phases of life.",['Poetry'],4.58,26
Suspension,Richard E. Crabbe,"In this thrilling first novel in the tradition of The Alienist and The Great Bridge, a small group of die-hard Confederates, led by their fanatical captain, endeavors to destroy the Great East River Bridge nearly 20 years after the war.","['Historical Fiction', 'Historical']",3.7,220
Faking Sweet,J.C. Burke (Goodreads Author),"A novel about best friends, betrayal, and dramaHolly might be new, but she already knows who to watch out for: Jess Flynn, the most popular girl in the freshman class. Holly's best friend back in Melbourne, Calypso, says Jess is a liar, a shoplifter, and a boyfriend–stealer. Calypso wants revenge for her ex–friend's betrayal, and Holly's only too happy to oblige. But it's not proving easy to follow Calypso's plan and catch Jess red–handed. And as Holly gets to know her, Jess isn't fitting the terrible picture Calypso painted.",['Young Adult'],3.51,230
"Moe Kare!!, Vol. 07",Gō Ikeyamada,"Wakamiya Hikaru is a 15-year-old teenager who wants a boyfriend that'll protect her. She likes to read shoujo manga all the time. One day, she gets kissed by a handsome, perverted boy who she called the ""Perverted Prince."" Later on, she finds a guy who looks exactly like him, but the eyes are different. What's going on?","['Manga', 'Shojo', 'Romance', 'Humor', 'Comics Manga', 'Drama', 'Comics']",4.26,647
Always the Bridesmaid,Whitney Lyles,"What do you do after you walk down the aisle in four weddings in a few months-none of them your own? What's left after you've donned the must-have-not dresses of the season, forked over your cash, and fake-smiled your way through countless photos? After you've dealt with the smashed guest, the smooshed cake, the dashed hopes, and the missed bouquets? That's what Cate Padgett is starting to wonder, as she embarks on stint after stint on the sidelines, watching friends swap bar-hopping for baby-naming...while her own love life goes nowhere fast. But is Cate unwilling to settle down-or just unwilling to settle? And can anyone really judge her if they haven't walked in her dyed-to-match shoes?Wild, witty, and full of weddings to cry over, Always the Bridesmaid is an endearingly romantic comedy about standing out in the crowd even when everyone's wearing the same celery-green dress...and daring to make every day The Happiest Day of Your Life.","['Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Humor', 'Contemporary Romance', 'Womens Fiction', 'Adult', 'Slice Of Life']",3.56,1233
The Tangled Thread,Cynthia Harrod-Eagles,"1788 - The French Revolution; beginning of Industrial RevolutionIn France, as the revolution begins, Henri, the bastard offshoot of the Morland family, strives to protect his family. He binds his daughter Heloise in loveless marriage to a Revolutionary, and allies himself with the vigorous Danton. But in the bloodbath of the Terror and the fall of Danton, Henri goes to the guillotine and Heloise flees to England where she is welcomed warmly by the Morland family. In Yorkshire Jemima's troublesome brood cause her anxiety - especially her youngest, Lucy, who disguises herself as a boy and runs away to sea - but at last she sees three of her children marry and the hope of an heir to Morland Place.","['Historical Fiction', 'Historical', 'Fiction', 'Romance', 'Historical Romance', 'France']",4.32,381
!از قر و قمبیل‌های قلمی بی‌قال و قیل,بزرگمهر حسین پور,کمیک استریپ اجتماعی سیاسی,"['Comics', 'Humor']",3.95,197
X-Men: The Legacy Quest Trilogy: Book 1,"Steve Lyons, Jordan Raskin (Introduction)","Hank McCoy -- the X-Men's Beast -- made himself a guinea pig in a desperate attempt to find a cure for the deadly Legacy Virus. His gamble succeeded. Now his blood is a living serum that can save countless lives. Unfortunately, the Beast is also a prisoner of Selene, the dread Black Queen of the New York branch of the Hellfire Club and she is literally bleeding him dry in order to further her own mad quest for power and wealth. The X-Men, and their uneasy ally, Sebastian Shaw, the mutant Black King of the Hong Kong branch of the Hellfire Club, are locked in a race against time to defeat Selene and free the Beast. But to their shock, they have discovered that Selene has found a way to turn time itself into a weapon against them. Meanwhile, Sebastian Shaw and the mysterious menace known as Mutant X, pursue a different agenda -- one that if it succeeds, will place the Legacy Virus serum in the hands of the most dangerous mutant in the world!","['Science Fiction', 'X Men', 'Fiction', 'Superheroes', 'Comics', 'Marvel', 'Fantasy']",3.67,95
Divine Evil,Nora Roberts (Goodreads Author),"Librarian's Note: Alternate-cover edition for ISBN 0553294903 / 9780553294903A decade ago, sculptor Clare Kimball fled Emmitsboro, Maryland, to take the art world by storm. Now she’s celebrated as the artist of her generation. But no amount of success can eclipse the nightmares that haunt her—or the memories of her father’s suicide. Just as her star is shining brighter than ever, Clare leaves it all behind to face her demons.Emmitsboro sheriff Cameron Rafferty loved Clare from afar all through high school. Now that she’s back, they form a bond that grows stronger each day—fueled by an attraction that’s been simmering for years. But Clare’s past soon rises up with a vengeance, rocking the town with a sinister murder that is clearly linked to her return. As an investigation gets under way, Clare and Cameron will learn that evil can linger anywhere—even in those you love and trust the most. But it’s a discovery that may come too late to save them.…","['Romance', 'Romantic Suspense', 'Mystery', 'Suspense', 'Fiction', 'Contemporary', 'Contemporary Romance', 'Thriller', 'Chick Lit', 'Adult']",3.85,15788
Cocorí,"Joaquín Gutiérrez, Hugo Díaz (Illustrator)","Cocori is given a rose and when it dies, he searches for an explanation about life and death.","['Spanish Literature', 'Childrens', 'Short Stories', 'Fiction']",3.94,591
Exposed,Laura Griffin (Goodreads Author),"Every picture tells a story. But not all of them have happy endings.As a forensic photographer at the Delphi Center crime lab, Maddie Callahan is used to seeing violence up close, but she's never before been the target of it. When a freelance photo shoot goes awry, she realizes she may have seen, and perhaps photographed, the kidnapping of a key witness in a federal probe. And although her camera was stolen, Maddie knows she has something that could be even more valuable to investigators. FBI agent Brian Beckman has spent months investigating a vicious criminal known as the Doctor, only to have a key witness abducted on his watch. Worse, he's falling for the woman who may be the Doctor's next target. Maddie's aloof facade hides a world of hurt that he wants to heal, no matter how much she keeps him at bay. But first he has to protect her from the danger that's just out of focus, drawing close enough to shoot . . . and kill.","['Romantic Suspense', 'Suspense', 'Romance', 'Contemporary', 'Mystery', 'Thriller', 'Fiction', 'Crime', 'Contemporary Romance', 'Adult']",4.1,2084
Wanted,"Mark Millar (Goodreads Author), J.G. Jones (Illustrator), Brian K. Vaughan (Goodreads Author) (Introduction)","What if everything in your life was out of your hands and those around you propelled your fate? Your girlfriend left you for your best friend; your boss gave your job to someone better. What if then, after all this, someone gave you back total control? What if he revealed you were the next in line to join a secret society of super-villains that controlled the entire planet? Mark Millar and J.G. Jones provide a look at one man who goes from being the world's biggest loser to the deadliest assassin alive.","['Comics', 'Graphic Novels', 'Fiction', 'Comic Book', 'Graphic Novels Comics', 'Superheroes', 'Crime', 'Fantasy', 'Science Fiction', 'Action']",3.71,12867
Doctor Who: The Face of the Enemy,David A. McIntee,"The Doctor and Jo have gone off in the TARDIS, leaving the Brigadier and UNIT facing a deadly mystery - and a moral dilemma...Robbery and murder are on the increase in Britain as disputes between underworld gangs escalate into open warfare on the streets. The Master seems inextricably linked to the chaos - despite the fact he is safely under lock and key.Meanwhile UNIT is called in when a plane missing in strange circumstances is rediscovered - contaminated with radiation and particle damage that cannot possibly have occurred on Earth.As the mystery deepens, what little light they can shed on the matter leads the Brigadier to believe that with the Doctor away, Earth's only hope may lie with its greatest enemy...","['Doctor Who', 'Science Fiction', 'Fiction', 'Media Tie In']",3.82,188
The 21 Indispensable Qualities of a Leader: Becoming the Person Others Will Want to Follow,"John C. Maxwell, Rolf Zettersten (Editor)","In the tradition of his CBA bestseller ""The 21 Irrefutable laws of Leadership"" and his sell-out seminars, author John C. Maxwell now provides a concise, accessible leadership book that helps readers become more effective leaders from the inside out. Daily readings highlight twenty-one essential leadership qualities and include ""Reflecting On It"" and ""Bringing It Home"" sections which help readers integrate and apply each day's material.","['Leadership', 'Business', 'Nonfiction', 'Self Help', 'Personal Development', 'Buisness', 'Christian', 'Management', 'Psychology', 'Education']",4.17,4453
Mystic Sweet Communion,Jane Kirkpatrick (Goodreads Author),"Set in turn-of-the-century Florida, this frontier saga traces the life of Ivy Cromartie Stranahan, the first English-speaking teacher in the region, as she struggles to teach school in the Seminole Nation and lead Indian families to Christ. Ivy is disliked by tribal leaders in spite of her obvious love for their children, yet she eventually overcomes their resistance and serves as their spokesman in negotiations with the U S government. Already scarred by her mother's tragic death in childbirth, Ivy overcomes her husband's suicide and other devastating disappointments to share her faith with her adopted people and eventually earn their love.In 1900, Ivy Cromartie Stranahan gives up a promising teaching career to join her husband at the remote New River trading post in south Florida - but she doesn't give up her love for learning or her passion for righting wrongs. In this remarkable story of God's faithfulness and one woman's commitment, Ivy becomes a friend to the Seminole people, their teacher of forbidden English and the Christian faith, and finally, their spokesperson in a time of turmoil. Like all of us who search for meaning, Ivy yearns to experience the power of faith, understand the limitation of human protection, and learn the importance of perseverance in caring for those we love. She finds them in Mystic Sweet Communion.","['Historical Fiction', 'Fiction', 'Christian Fiction', 'Christian', 'Historical']",4.05,269
Chameleon Moon,RoAnna Sylver (Goodreads Author),"The city of Parole is burning. Like Venice slips into the sea, Parole crumbles into fire.The entire population inside has been quarantined and left to die - directly over the open flame. Eye in the Sky, a deadly and merciless police force ensures no one escapes. Ever. All that's keeping Parole alive is faith in the midst of horrors and death, trust in the face of desperation... and their fantastic, terrifying, and beautiful superhuman abilities.Regan, silent, scaly stealth expert, is haunted by ten years of anxiety, trauma and terror, and he's finally reached his limit. Evelyn is a fearless force on stage and sonic-superheroic revolutionary on the streets. Now they have a choice - and a chance to not only escape from Parole, but unravel the mystery deep in its burning heart. And most of all, discover the truth about their own entwining pasts.Parole's a rough place to live. But they're not dead yet. If they can survive the imminent cataclysmic disaster, they might just stay that way...","['Fantasy', 'LGBT', 'Queer', 'Science Fiction', 'Young Adult', 'Fiction', 'Transgender', 'Disability', 'Dystopia', 'Mental Health']",4.07,400
Hope: A Tragedy,Shalom Auslander,"FROM THE CREATOR OF SHOWTIME'S ""HAPPYISH""The bestselling debut novel from Shalom Auslander, the darkly comic author of Foreskin’s Lament and Beware of God.A New York Times Notable Book 2012 The rural town of Stockton, New York, is famous for nothing: no one was born there, no one died there, nothing of any historical import at all has ever happened there, which is why Solomon Kugel, like other urbanites fleeing their pasts and histories, decided to move his wife and young son there.To begin again. To start anew. But it isn’t quite working out that way for Kugel…His ailing mother stubbornly holds on to life, and won’t stop reminiscing about the Nazi concentration camps she never actually suffered through. To complicate matters further, some lunatic is burning down farmhouses just like the one Kugel bought, and when, one night, he discovers history—a living, breathing, thought-to-be-dead specimen of history—hiding upstairs in his attic, bad quickly becomes worse.Hope: A Tragedy is a hilarious and haunting examination of the burdens and abuse of history, propelled with unstoppable rhythm and filled with existential musings and mordant wit. It is a comic and compelling story of the hopeless longing to be free of those pasts that haunt our every present.","['Fiction', 'Humor', 'Jewish', 'Contemporary', 'Holocaust', 'Novels', 'Literary Fiction', 'Adult Fiction', 'Religion', 'Adult']",3.38,5130
"Corrupting the Image: Angels, Aliens, and the Antichrist Revealed",Douglas Hamp,"Something ominous is coming upon the world: it is Satan's final effort in the battle to destroy the image that man was created in, which has been raging since the beginning of time. If Satan can destroy the image, then he can avert his own destruction. The prophecy of Genesis 3:15 states the serpent will one day mix his seed with humanity as a counterfeit of the Messiah. Jesus told us that the last days will be like the days of Noah when fallen angels mixed their seed with humanity. In the Book of Daniel we read that ""they"" will again mingle with the seed of men. How so? Satan will use man's desire to be his own god to deceive him into believing the ultimate lie - that his fallen messengers are both the creators and saviors of man. He will not do this openly but will deceive mankind through demons which are masquerading as ""aliens"" who are spreading the message that the inhabitants of the earth can evolve to be like them and obtain transcendent powers. Finally, the seed of the Serpent will come; he will be a man who will be greater than his fellows, who will understand sinister schemes and shall rise up and become the Antichrist. That day of fulfillment is nearly upon us!","['Nonfiction', 'Religion']",4.3,100
"The Promise: A Tragic Accident, a Paralyzed Bride, and the Power of Love, Loyalty, and Friendship",Rachelle Friedman (Goodreads Author),"Just weeks before her wedding, four of Rachelle Friedman's friends threw her a bachelorette party. At the end of a perfect evening of dancing and celebration, they decided to take a moonlight swim. One of her friends playfully pushed her into the water . . . two feet too far from the deep end. That chilling moment changed their lives forever. Rachelle broke her neck and was paralyzed from the chest down. She would never walk again.The Promise is a powerful memoir of resilience, love, and loyalty. On the night of the accident, the five girls made an unspoken agreement to never reveal the name of the friend who had pushed Rachelle into the pool--and their bond has remained unbroken. As Rachelle undergoes a physical battle for her life, her friend struggles emotionally to prevent one moment in time from defining her forever. It's the story of true integrity; it's also about finding the incredible strength inside each of us we never knew we had.Also a love story, The Promise chronicles Rachelle and Chris's relationship, their struggle with her paralysis and rehab, the physical challenges of intimacy, and ultimately, their fairy-tale wedding.","['Nonfiction', 'Memoir', 'Biography', 'Womens', 'Romance', 'Biography Memoir', 'Autobiography', 'Love', 'Inspirational', 'Health']",3.71,575
The Phantom of Pine Hill,Carolyn Keene,"Nancy, Bess and George visit Emerson for the university’s summer festivities. The girls are guests in a historic mansion on Pine Hill. Upon arriving, their host tells about the phantom haunting the mansion’s library. He also relates his family’s decades old saga of a lost French wedding gown and valuable gifts that went to the bottom of a nearby cove in the sinking of the Lucy Belle. Is there connection between the phantom and the old ship disaster? Nancy and her friends work diligently to solve the mystery of Pine Hill and to find the long-lost wedding treasures. This book is the original text. A revised text does not exist.","['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Classics', 'Middle Grade', 'Mystery Thriller', 'Juvenile', 'Detective', 'Crime']",3.88,3682
The Further Adventures of Sherlock Holmes: After Sir Arthur Conan Doyle (Classic Crime),"Richard Lancelyn Green (Editor), Ronald Knox, Julian Symons, F.P. Cillié, D.O. Smith, Arthur Whitaker, Vincent Starrett, Stuart Palmer, more…","Many writers have revisited the Reichenbach Falls in the hope of summoning up the ghost of Sherlock Holmes. Now Richard Lancelyn Green has succeeded triumphantly with this collection of stories by expert writers of the calibre of Ronald Knox and Julian Symons. Designed not to compete with or parody the original, but rather to reflect and enhance the achievements of the great detective.","['Mystery', 'Classics', 'Fiction', 'Crime', 'Short Stories', 'Detective', 'Mystery Thriller', 'Literature', 'Adventure', 'Historical']",4.41,42029
Pandora,Anne Rice,"Anne Rice, creator of the Vampire Lestat, the Mayfair witches and the amazing worlds they inhabit, now gives us the first in a new series of novels linked together by the fledgling vampire David Talbot, who has set out to become a chronicler of his fellow Undead.The novel opens in present-day Paris in a crowded café, where David meets Pandora. She is two thousand years old, a Child of the Millennia, the first vampire ever made by the great Marius. David persuades her to tell the story of her life. Pandora begins, reluctantly at first and then with increasing passion, to recount her mesmerizing tale, which takes us through the ages, from Imperial Rome to eighteenth-century France to twentieth-century Paris and New Orleans. She carries us back to her mortal girlhood in the world of Caesar Augustus, a world chronicled by Ovid and Petronius. This is where Pandora meets and falls in love with the handsome, charismatic, lighthearted, still-mortal Marius. This is the Rome she is forced to flee in fear of assassination by conspirators plotting to take over the city. And we follow her to the exotic port of Antioch, where she is destined to be reunited with Marius, now immortal and haunted by his vampire nature, who will bestow on her the Dark Gift as they set out on the fraught and fantastic adventure of their two turbulent centuries together.","['Vampires', 'Horror', 'Fantasy', 'Fiction', 'Paranormal', 'Supernatural', 'Urban Fantasy', 'Historical Fiction', 'Gothic', 'Historical']",3.76,41401
Peter and the Secret of Rundoon,"Dave Barry, Ridley Pearson, Greg Call (Illustrations)","In this action-packed conclusion to the Starcatchers trilogy, Peter and Molly find themselves in the dangerous land of Rundoon, ruled by the evil King Zarboff, who takes great delight in watching his pet snake, Kundalini, consume anyone who displeases him. But that's just the start of the trouble facing our heroes, who once again find themselves pitted against the evil shadow creature Lord Ombra, in a struggle to save themselves and Molly's father - not to mention the entire planet - from an unthinkable end. Meanwhile, back in Never Land, a tribal war is under way, and while Peter is off fighting to save the world, a young Mollusk princess has no choice but to join forced with sinister pirates to save her island from the vicious Scorpions.Peter and the Secret of Rundoon is a wild desert adventure - with flying camels, magic carpets, and evil shadows - that literally zooms toward an unforgettable and unimaginable climax. Dave Barry and Ridley Pearson have teamed together once again to pen a story with unrelenting action and adventure that can be enjoyed by readers of all ages.","['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Middle Grade', 'Childrens', 'Magic', 'Retellings', 'Pirates', 'Juvenile']",4.17,21662
"The Art of Living: The Classical Manual on Virtue, Happiness and Effectiveness","Epictetus, Sharon Lebell (Retold by)","Epictetus was born into slavery about 55 C.E. in the eastern outreaches of the Roman Empire. Sold as a child and crippled from the beatings of his master, Epictetus was eventually freed, rising from his humble roots to establish an influential school of Stoic philosophy. Stressing that human beings cannot control life, only how they respond to it, Epictetus dedicated his life to outlining the simple way to happiness, fulfillment, and tranquility. By putting into practice the ninety-three witty, wise, and razor-sharp instructions that make up The Art of Living, readers learn to successfully meet the challenges of everyday life and face life's inevitable losses and disappointments with grace. Epictetus's teachings rank among the greatest wisdom texts of human civilization. Sharon Lebell presents this esteemed philosopher's invaluable insights for the first time in a splendidly down-to-earth rendition. The result is the West's first and best primer for living the best possible life -- as helpful in the twenty-first century as it was in the first.","['Philosophy', 'Nonfiction', 'Classics', 'Self Help', 'Psychology', 'Spirituality', 'History', 'Personal Development', 'Ancient', 'Ancient History']",4.24,14555
The Phantom Tollbooth,"Norton Juster, Jules Feiffer (Illustrator)","Librarian's Note: For an alternate cover edition of the same ISBN, click here.Hailed as “a classic. . . . humorous, full of warmth and real invention” (The New Yorker), this beloved story -first published more than fifty years ago- introduces readers to Milo and his adventures in the Lands Beyond. For Milo, everything’s a bore. When a tollbooth mysteriously appears in his room, he drives through only because he’s got nothing better to do. But on the other side, things seem different. Milo visits the Island of Conclusions (you get there by jumping), learns about time from a ticking watchdog named Tock, and even embarks on a quest to rescue Rhyme and Reason! Somewhere along the way, Milo realizes something astonishing. Life is far from dull. In fact, it’s exciting beyond his wildest dreams. . . .","['Fantasy', 'Fiction', 'Childrens', 'Classics', 'Young Adult', 'Middle Grade', 'Adventure', 'Humor', 'Science Fiction Fantasy', 'Juvenile']",4.2,242124
Demon Thief,Darren Shan (Goodreads Author),"The second novel in this bonechilling series by Darren Shan, author of the New York Times bestselling Cirque Du Freak series is sure to give you goosebumps. Kernel Fleck has always known he's weird. He sees lights. Strange, multi-colored patches of light, swirling through the air. But it's not until a window opens into a demon world, with horrific consequences, that Kernel discovers his powers. As a Disciple, his mission is to hunt vicious, powerful demons to the death...","['Horror', 'Fantasy', 'Young Adult', 'Fiction', 'Demons', 'Paranormal', 'Supernatural', 'Magic', 'Childrens', 'Urban Fantasy']",4.16,13928
